id,motivo,documento,estado,asistencia_id
7218,Problemas familiares de fuerza mayor.,certificado_78443617_20260527.pdf,Rechazado,510741
7219,Suspensión de transporte público de su zona.,certificado_68181481_20260527.pdf,Rechazado,510794
7220,Viaje urgente programado fuera de la ciudad.,certificado_64452366_20260528.pdf,Aprobado,510871
7221,Problemas familiares de fuerza mayor.,certificado_77135451_20260528.pdf,Aprobado,511007
7222,Problemas de salud del alumno (fiebre y malestar general).,certificado_72498756_20260528.pdf,Rechazado,511122
7223,Problemas de salud del alumno (fiebre y malestar general).,certificado_78257839_20260528.pdf,Rechazado,511148
7224,Problemas familiares de fuerza mayor.,certificado_69131306_20260528.pdf,Pendiente,511152
7225,Problemas de salud del alumno (fiebre y malestar general).,certificado_72209302_20260528.pdf,Aprobado,511153
7226,Problemas familiares de fuerza mayor.,certificado_69723504_20260529.pdf,Pendiente,511215
7227,Problemas de salud del alumno (fiebre y malestar general).,certificado_63651817_20260529.pdf,Pendiente,511221
7228,Cita médica odontológica programada con anterioridad.,certificado_68823126_20260529.pdf,Aprobado,511283
7229,Suspensión de transporte público de su zona.,certificado_61266858_20260529.pdf,Pendiente,511296
7230,Suspensión de transporte público de su zona.,certificado_73183418_20260529.pdf,Aprobado,511300
7231,Cita médica odontológica programada con anterioridad.,certificado_60828986_20260529.pdf,Rechazado,511569
7232,Problemas familiares de fuerza mayor.,certificado_73182955_20260601.pdf,Aprobado,511602
7233,Problemas de salud del alumno (fiebre y malestar general).,certificado_72750683_20260601.pdf,Aprobado,511612
7234,Problemas de salud del alumno (fiebre y malestar general).,certificado_76066353_20260601.pdf,Aprobado,511615
7235,Suspensión de transporte público de su zona.,certificado_77318337_20260601.pdf,Rechazado,511637
7236,Cita médica odontológica programada con anterioridad.,certificado_68823126_20260601.pdf,Rechazado,511648
7237,Viaje urgente programado fuera de la ciudad.,certificado_76461656_20260601.pdf,Aprobado,511787
7238,Cita médica odontológica programada con anterioridad.,certificado_70228023_20260601.pdf,Aprobado,511838
7239,Problemas de salud del alumno (fiebre y malestar general).,certificado_73959573_20260601.pdf,Rechazado,511868
7240,Cita médica odontológica programada con anterioridad.,certificado_67526975_20260601.pdf,Aprobado,511875
7241,Suspensión de transporte público de su zona.,certificado_78257839_20260601.pdf,Rechazado,511878
7242,Cita médica odontológica programada con anterioridad.,certificado_66093610_20260602.pdf,Aprobado,512049
7243,Viaje urgente programado fuera de la ciudad.,certificado_60617016_20260602.pdf,Rechazado,512084
7244,Viaje urgente programado fuera de la ciudad.,certificado_70027430_20260602.pdf,Aprobado,512125
7245,Problemas familiares de fuerza mayor.,certificado_70874022_20260602.pdf,Rechazado,512194
7246,Viaje urgente programado fuera de la ciudad.,certificado_73787181_20260602.pdf,Rechazado,512267
7247,Suspensión de transporte público de su zona.,certificado_63419443_20260602.pdf,Pendiente,512281
7248,Suspensión de transporte público de su zona.,certificado_61630307_20260603.pdf,Aprobado,512480
7249,Problemas familiares de fuerza mayor.,certificado_70566447_20260603.pdf,Aprobado,512486
7250,Problemas familiares de fuerza mayor.,certificado_62842044_20260603.pdf,Rechazado,512508
7251,Suspensión de transporte público de su zona.,certificado_72094204_20260603.pdf,Rechazado,512532
7252,Viaje urgente programado fuera de la ciudad.,certificado_76689062_20260603.pdf,Pendiente,512535
7253,Problemas familiares de fuerza mayor.,certificado_68328840_20260603.pdf,Aprobado,512622
7254,Viaje urgente programado fuera de la ciudad.,certificado_64452366_20260604.pdf,Aprobado,512696
7255,Viaje urgente programado fuera de la ciudad.,certificado_61266858_20260604.pdf,Aprobado,512756
7256,Suspensión de transporte público de su zona.,certificado_62842044_20260604.pdf,Rechazado,512873
7257,Viaje urgente programado fuera de la ciudad.,certificado_68328840_20260604.pdf,Rechazado,512987
7258,Cita médica odontológica programada con anterioridad.,certificado_68836549_20260604.pdf,Rechazado,513013
7259,Cita médica odontológica programada con anterioridad.,certificado_63706561_20260605.pdf,Pendiente,513060
7260,Suspensión de transporte público de su zona.,certificado_77096740_20260605.pdf,Rechazado,513081
7261,Viaje urgente programado fuera de la ciudad.,certificado_78524707_20260605.pdf,Aprobado,513135
7262,Problemas familiares de fuerza mayor.,certificado_70694364_20260605.pdf,Rechazado,513227
7263,Viaje urgente programado fuera de la ciudad.,certificado_74559591_20260605.pdf,Rechazado,513393
7264,Suspensión de transporte público de su zona.,certificado_60828986_20260605.pdf,Pendiente,513394
7265,Cita médica odontológica programada con anterioridad.,certificado_70894857_20260608.pdf,Pendiente,513505
7266,Problemas de salud del alumno (fiebre y malestar general).,certificado_75137265_20260608.pdf,Aprobado,513507
7267,Suspensión de transporte público de su zona.,certificado_65495758_20260608.pdf,Rechazado,513542
7268,Viaje urgente programado fuera de la ciudad.,certificado_76284037_20260608.pdf,Aprobado,513568
7269,Cita médica odontológica programada con anterioridad.,certificado_62403973_20260608.pdf,Pendiente,513588
7270,Problemas de salud del alumno (fiebre y malestar general).,certificado_76461656_20260608.pdf,Rechazado,513612
7271,Suspensión de transporte público de su zona.,certificado_76883555_20260608.pdf,Rechazado,513626
7272,Problemas familiares de fuerza mayor.,certificado_65200666_20260608.pdf,Rechazado,513675
7273,Viaje urgente programado fuera de la ciudad.,certificado_63419443_20260608.pdf,Rechazado,513741
7274,Cita médica odontológica programada con anterioridad.,certificado_70665578_20260609.pdf,Rechazado,513823
7275,Problemas de salud del alumno (fiebre y malestar general).,certificado_64006430_20260609.pdf,Aprobado,513914
7276,Cita médica odontológica programada con anterioridad.,certificado_66391775_20260609.pdf,Pendiente,513920
7277,Problemas de salud del alumno (fiebre y malestar general).,certificado_66624235_20260609.pdf,Rechazado,513965
7278,Problemas de salud del alumno (fiebre y malestar general).,certificado_61653930_20260609.pdf,Pendiente,514016
7279,Suspensión de transporte público de su zona.,certificado_63953671_20260610.pdf,Aprobado,514208
7280,Cita médica odontológica programada con anterioridad.,certificado_64384065_20260610.pdf,Aprobado,514253
7281,Suspensión de transporte público de su zona.,certificado_70370100_20260610.pdf,Aprobado,514427
7282,Cita médica odontológica programada con anterioridad.,certificado_72019960_20260610.pdf,Rechazado,514482
7283,Problemas de salud del alumno (fiebre y malestar general).,certificado_63995855_20260611.pdf,Rechazado,514677
7284,Problemas de salud del alumno (fiebre y malestar general).,certificado_74865021_20260611.pdf,Pendiente,514692
7285,Cita médica odontológica programada con anterioridad.,certificado_69472646_20260612.pdf,Rechazado,515010
7286,Cita médica odontológica programada con anterioridad.,certificado_71339739_20260615.pdf,Aprobado,515245
7287,Suspensión de transporte público de su zona.,certificado_64006430_20260615.pdf,Aprobado,515374
7288,Viaje urgente programado fuera de la ciudad.,certificado_61645219_20260615.pdf,Rechazado,515499
7289,Problemas de salud del alumno (fiebre y malestar general).,certificado_72209302_20260615.pdf,Rechazado,515533
7290,Cita médica odontológica programada con anterioridad.,certificado_72557067_20260615.pdf,Pendiente,515555
7291,Suspensión de transporte público de su zona.,certificado_63419443_20260615.pdf,Rechazado,515566
7292,Viaje urgente programado fuera de la ciudad.,certificado_65265608_20260615.pdf,Aprobado,515585
7293,Problemas familiares de fuerza mayor.,certificado_67452197_20260616.pdf,Aprobado,515722
7294,Viaje urgente programado fuera de la ciudad.,certificado_61630307_20260616.pdf,Aprobado,515765
7295,Viaje urgente programado fuera de la ciudad.,certificado_64475216_20260616.pdf,Rechazado,515779
7296,Cita médica odontológica programada con anterioridad.,certificado_76461656_20260616.pdf,Aprobado,515802
7297,Cita médica odontológica programada con anterioridad.,certificado_78004127_20260616.pdf,Aprobado,515810
7298,Cita médica odontológica programada con anterioridad.,certificado_79126954_20260616.pdf,Rechazado,515854
7299,Problemas familiares de fuerza mayor.,certificado_72209302_20260616.pdf,Aprobado,515898
7300,Problemas familiares de fuerza mayor.,certificado_75810523_20260617.pdf,Pendiente,516011
7301,Problemas familiares de fuerza mayor.,certificado_70665578_20260617.pdf,Aprobado,516013
7302,Cita médica odontológica programada con anterioridad.,certificado_65812795_20260617.pdf,Aprobado,516096
7303,Problemas familiares de fuerza mayor.,certificado_72861964_20260617.pdf,Rechazado,516114
7304,Problemas familiares de fuerza mayor.,certificado_76461656_20260617.pdf,Pendiente,516167
7305,Suspensión de transporte público de su zona.,certificado_73402770_20260617.pdf,Pendiente,516259
7306,Viaje urgente programado fuera de la ciudad.,certificado_75222999_20260617.pdf,Rechazado,516261
7307,Problemas de salud del alumno (fiebre y malestar general).,certificado_74572837_20260617.pdf,Aprobado,516273
7308,Viaje urgente programado fuera de la ciudad.,certificado_72557067_20260617.pdf,Rechazado,516285
7309,Cita médica odontológica programada con anterioridad.,certificado_68118095_20260618.pdf,Aprobado,516363
7310,Cita médica odontológica programada con anterioridad.,certificado_78853731_20260618.pdf,Aprobado,516371
7311,Suspensión de transporte público de su zona.,certificado_61946613_20260618.pdf,Pendiente,516496
7312,Suspensión de transporte público de su zona.,certificado_63431728_20260618.pdf,Pendiente,516681
7313,Cita médica odontológica programada con anterioridad.,certificado_71131145_20260619.pdf,Pendiente,516708
7314,Problemas de salud del alumno (fiebre y malestar general).,certificado_62610757_20260619.pdf,Aprobado,516761
7315,Cita médica odontológica programada con anterioridad.,certificado_63152784_20260619.pdf,Pendiente,516841
7316,Cita médica odontológica programada con anterioridad.,certificado_62630919_20260619.pdf,Aprobado,516857
7317,Problemas familiares de fuerza mayor.,certificado_64241673_20260619.pdf,Pendiente,516868
7318,Suspensión de transporte público de su zona.,certificado_61034119_20260622.pdf,Aprobado,517059
7319,Viaje urgente programado fuera de la ciudad.,certificado_71339739_20260622.pdf,Aprobado,517070
7320,Suspensión de transporte público de su zona.,certificado_66063152_20260622.pdf,Rechazado,517080
7321,Problemas de salud del alumno (fiebre y malestar general).,certificado_77318337_20260622.pdf,Aprobado,517112
7322,Viaje urgente programado fuera de la ciudad.,certificado_64974651_20260622.pdf,Rechazado,517175
7323,Cita médica odontológica programada con anterioridad.,certificado_76737911_20260622.pdf,Pendiente,517189
7324,Suspensión de transporte público de su zona.,certificado_76461656_20260622.pdf,Aprobado,517262
7325,Cita médica odontológica programada con anterioridad.,certificado_60022680_20260622.pdf,Aprobado,517339
7326,Cita médica odontológica programada con anterioridad.,certificado_63616018_20260623.pdf,Aprobado,517623
7327,Suspensión de transporte público de su zona.,certificado_72557067_20260623.pdf,Aprobado,517745
7328,Problemas de salud del alumno (fiebre y malestar general).,certificado_78795543_20260624.pdf,Aprobado,517959
7329,Suspensión de transporte público de su zona.,certificado_69750229_20260624.pdf,Aprobado,517993
7330,Cita médica odontológica programada con anterioridad.,certificado_78004127_20260624.pdf,Aprobado,518000
7331,Problemas familiares de fuerza mayor.,certificado_79765173_20260624.pdf,Pendiente,518093
7332,Problemas familiares de fuerza mayor.,certificado_71498139_20260624.pdf,Rechazado,518127
7333,Cita médica odontológica programada con anterioridad.,certificado_64974651_20260625.pdf,Pendiente,518270
7334,Cita médica odontológica programada con anterioridad.,certificado_63231757_20260625.pdf,Rechazado,518346
7335,Problemas familiares de fuerza mayor.,certificado_66459643_20260625.pdf,Aprobado,518359
7336,Suspensión de transporte público de su zona.,certificado_68838264_20260625.pdf,Pendiente,518362
7337,Viaje urgente programado fuera de la ciudad.,certificado_76689062_20260625.pdf,Aprobado,518375
7338,Suspensión de transporte público de su zona.,certificado_66063152_20260626.pdf,Rechazado,518540
7339,Suspensión de transporte público de su zona.,certificado_72861964_20260626.pdf,Pendiente,518669
7340,Cita médica odontológica programada con anterioridad.,certificado_76689062_20260626.pdf,Pendiente,518740
7341,Suspensión de transporte público de su zona.,certificado_61991718_20260626.pdf,Pendiente,518775
7342,Problemas familiares de fuerza mayor.,certificado_78760075_20260626.pdf,Pendiente,518811
7343,Problemas familiares de fuerza mayor.,certificado_62550749_20260626.pdf,Rechazado,518815
7344,Suspensión de transporte público de su zona.,certificado_67071676_20260626.pdf,Pendiente,518865
7345,Cita médica odontológica programada con anterioridad.,certificado_73182955_20260629.pdf,Rechazado,518902
7346,Problemas de salud del alumno (fiebre y malestar general).,certificado_79658706_20260629.pdf,Pendiente,518929
7347,Problemas familiares de fuerza mayor.,certificado_62664386_20260629.pdf,Rechazado,518966
7348,Problemas de salud del alumno (fiebre y malestar general).,certificado_66801907_20260629.pdf,Pendiente,518978
7349,Problemas familiares de fuerza mayor.,certificado_76128405_20260629.pdf,Rechazado,519096
7350,Viaje urgente programado fuera de la ciudad.,certificado_77539282_20260629.pdf,Aprobado,519169
7351,Problemas familiares de fuerza mayor.,certificado_71512406_20260630.pdf,Pendiente,519314
7352,Problemas familiares de fuerza mayor.,certificado_78911435_20260701.pdf,Rechazado,519638
7353,Problemas de salud del alumno (fiebre y malestar general).,certificado_66173771_20260701.pdf,Rechazado,519655
7354,Problemas de salud del alumno (fiebre y malestar general).,certificado_60617016_20260701.pdf,Pendiente,519749
7355,Suspensión de transporte público de su zona.,certificado_75827101_20260701.pdf,Aprobado,519753
7356,Problemas de salud del alumno (fiebre y malestar general).,certificado_68340859_20260701.pdf,Aprobado,519821
7357,Problemas familiares de fuerza mayor.,certificado_66561509_20260701.pdf,Pendiente,519907
7358,Cita médica odontológica programada con anterioridad.,certificado_73039212_20260702.pdf,Rechazado,519969
7359,Problemas de salud del alumno (fiebre y malestar general).,certificado_65210143_20260702.pdf,Rechazado,520099
7360,Problemas familiares de fuerza mayor.,certificado_65495758_20260702.pdf,Aprobado,520112
7361,Cita médica odontológica programada con anterioridad.,certificado_70874022_20260702.pdf,Aprobado,520224
7362,Viaje urgente programado fuera de la ciudad.,certificado_79413063_20260702.pdf,Aprobado,520268
7363,Problemas de salud del alumno (fiebre y malestar general).,certificado_62943446_20260703.pdf,Aprobado,520336
7364,Problemas familiares de fuerza mayor.,certificado_76883555_20260703.pdf,Rechazado,520561
7365,Suspensión de transporte público de su zona.,certificado_76588250_20260703.pdf,Rechazado,520684
7366,Viaje urgente programado fuera de la ciudad.,certificado_73479483_20260703.pdf,Aprobado,520691
7367,Suspensión de transporte público de su zona.,certificado_74893193_20260706.pdf,Pendiente,520700
7368,Suspensión de transporte público de su zona.,certificado_68118095_20260706.pdf,Rechazado,520743
7369,Problemas familiares de fuerza mayor.,certificado_62389603_20260706.pdf,Aprobado,520789
7370,Cita médica odontológica programada con anterioridad.,certificado_72049802_20260706.pdf,Pendiente,520820
7371,Suspensión de transporte público de su zona.,certificado_63231757_20260706.pdf,Rechazado,520901
7372,Cita médica odontológica programada con anterioridad.,certificado_65596165_20260706.pdf,Rechazado,520932
7373,Problemas familiares de fuerza mayor.,certificado_63651817_20260707.pdf,Pendiente,521076
7374,Suspensión de transporte público de su zona.,certificado_68455673_20260707.pdf,Aprobado,521218
7375,Problemas de salud del alumno (fiebre y malestar general).,certificado_70874022_20260707.pdf,Rechazado,521319
7376,Suspensión de transporte público de su zona.,certificado_73069513_20260707.pdf,Pendiente,521404
7377,Problemas familiares de fuerza mayor.,certificado_76183036_20260707.pdf,Aprobado,521409
7378,Problemas familiares de fuerza mayor.,certificado_60735287_20260708.pdf,Rechazado,521452
7379,Problemas de salud del alumno (fiebre y malestar general).,certificado_79533904_20260708.pdf,Pendiente,521501
7380,Problemas familiares de fuerza mayor.,certificado_74472809_20260708.pdf,Pendiente,521587
7381,Problemas familiares de fuerza mayor.,certificado_78095488_20260708.pdf,Rechazado,521623
7382,Problemas de salud del alumno (fiebre y malestar general).,certificado_76883555_20260708.pdf,Aprobado,521656
7383,Viaje urgente programado fuera de la ciudad.,certificado_60022680_20260708.pdf,Aprobado,521719
7384,Viaje urgente programado fuera de la ciudad.,certificado_75137265_20260709.pdf,Aprobado,521902
7385,Problemas de salud del alumno (fiebre y malestar general).,certificado_70599902_20260709.pdf,Rechazado,521981
7386,Problemas familiares de fuerza mayor.,certificado_79126954_20260709.pdf,Rechazado,522059
7387,Problemas de salud del alumno (fiebre y malestar general).,certificado_63627386_20260709.pdf,Rechazado,522124
7388,Viaje urgente programado fuera de la ciudad.,certificado_66173771_20260710.pdf,Pendiente,522210
7389,Suspensión de transporte público de su zona.,certificado_73047163_20260710.pdf,Pendiente,522248
7390,Suspensión de transporte público de su zona.,certificado_70599902_20260710.pdf,Pendiente,522346
7391,Problemas de salud del alumno (fiebre y malestar general).,certificado_78321524_20260710.pdf,Rechazado,522436
7392,Problemas familiares de fuerza mayor.,certificado_73402770_20260710.pdf,Pendiente,522464
7393,Problemas familiares de fuerza mayor.,certificado_73479483_20260710.pdf,Pendiente,522516
7394,Cita médica odontológica programada con anterioridad.,certificado_60735287_20260713.pdf,Aprobado,522547
7395,Suspensión de transporte público de su zona.,certificado_64974651_20260713.pdf,Aprobado,522650
7396,Cita médica odontológica programada con anterioridad.,certificado_64241673_20260713.pdf,Rechazado,522708
7397,Viaje urgente programado fuera de la ciudad.,certificado_72588694_20260713.pdf,Aprobado,522712
7398,Problemas familiares de fuerza mayor.,certificado_62826917_20260713.pdf,Pendiente,522720
7399,Problemas familiares de fuerza mayor.,certificado_69814522_20260713.pdf,Rechazado,522798
7400,Suspensión de transporte público de su zona.,certificado_66170196_20260713.pdf,Rechazado,522857
7401,Problemas de salud del alumno (fiebre y malestar general).,certificado_60828986_20260713.pdf,Rechazado,522884
7402,Problemas de salud del alumno (fiebre y malestar general).,certificado_71117158_20260714.pdf,Pendiente,522953
7403,Problemas de salud del alumno (fiebre y malestar general).,certificado_70874022_20260714.pdf,Aprobado,523144
7404,Problemas familiares de fuerza mayor.,certificado_79126954_20260714.pdf,Rechazado,523154
7405,Problemas familiares de fuerza mayor.,certificado_70963920_20260714.pdf,Rechazado,523173
7406,Suspensión de transporte público de su zona.,certificado_79658706_20260715.pdf,Pendiente,523309
7407,Suspensión de transporte público de su zona.,certificado_64974651_20260715.pdf,Aprobado,523380
7408,Problemas de salud del alumno (fiebre y malestar general).,certificado_64006430_20260715.pdf,Rechazado,523404
7409,Problemas familiares de fuerza mayor.,certificado_74552940_20260715.pdf,Rechazado,523428
7410,Viaje urgente programado fuera de la ciudad.,certificado_68120882_20260715.pdf,Aprobado,523534
7411,Problemas familiares de fuerza mayor.,certificado_64643746_20260716.pdf,Rechazado,523697
7412,Problemas familiares de fuerza mayor.,certificado_76689080_20260716.pdf,Aprobado,523771
7413,Suspensión de transporte público de su zona.,certificado_62382767_20260716.pdf,Aprobado,523966
7414,Cita médica odontológica programada con anterioridad.,certificado_74478630_20260717.pdf,Pendiente,524013
7415,Problemas de salud del alumno (fiebre y malestar general).,certificado_60138372_20260717.pdf,Aprobado,524208
7416,Viaje urgente programado fuera de la ciudad.,certificado_72094204_20260717.pdf,Rechazado,524212
7417,Problemas familiares de fuerza mayor.,certificado_75447447_20260720.pdf,Aprobado,524437
7418,Viaje urgente programado fuera de la ciudad.,certificado_61746602_20260720.pdf,Aprobado,524447
7419,Problemas de salud del alumno (fiebre y malestar general).,certificado_74865021_20260720.pdf,Pendiente,524547
7420,Viaje urgente programado fuera de la ciudad.,certificado_70874022_20260720.pdf,Pendiente,524604
7421,Problemas familiares de fuerza mayor.,certificado_73402770_20260720.pdf,Aprobado,524654
